-2.000000000000000000e+00,2.141946205170825124e+00
-1.899999999999999911e+00,2.058800254133529961e+00
-1.799999999999999822e+00,1.696797391050495207e+00
-1.699999999999999734e+00,2.072197751607745886e+00
-1.599999999999999645e+00,2.018634263658896089e+00
-1.499999999999999556e+00,1.373584655579179525e+00
-1.399999999999999467e+00,1.350602146470919251e+00
-1.299999999999999378e+00,1.408959960681386292e+00
-1.199999999999999289e+00,1.342481823172420263e+00
-1.099999999999999201e+00,1.341617882368154824e+00
-9.999999999999991118e-01,1.816929979482665658e+00
-8.999999999999990230e-01,1.425852129934355617e+00
-7.999999999999989342e-01,1.377109587658196688e+00
-6.999999999999988454e-01,1.412393133388832211e+00
-5.999999999999987566e-01,1.395328102167695761e+00
-4.999999999999986677e-01,1.308751718606799841e+00
-3.999999999999985789e-01,2.341803340939804912e+00
-2.999999999999984901e-01,1.681697882479056716e+00
-1.999999999999984013e-01,2.353518324554897845e+00
-9.999999999999831246e-02,3.131479490199126303e+00
1.776356839400250465e-15,1.243370410054922104e+00
1.000000000000018652e-01,3.160282889497466385e+00
2.000000000000019540e-01,2.525864955503493547e+00
3.000000000000020428e-01,1.551573858247138560e+00
4.000000000000021316e-01,2.087399531737901270e+00
5.000000000000022204e-01,1.435843999381177127e+00
6.000000000000023093e-01,1.993340268614701927e+00
7.000000000000023981e-01,1.388516072533093393e+00
8.000000000000024869e-01,1.330455601681023836e+00
9.000000000000025757e-01,1.347835971857421100e+00
1.000000000000002665e+00,1.400992728886194527e+00
1.100000000000002753e+00,1.357082853210158646e+00
1.200000000000002842e+00,1.686448048334568739e+00
1.300000000000002931e+00,1.513447423581965268e+00
1.400000000000003020e+00,1.411810523597523570e+00
1.500000000000003109e+00,1.374694019788876176e+00
1.600000000000003197e+00,2.034480604925192893e+00
1.700000000000003286e+00,2.610282980138435960e+00
1.800000000000003375e+00,2.007851518224924803e+00
1.900000000000003464e+00,1.851153890602290630e+00
2.000000000000003553e+00,2.177953637670725584e+00
