-2.000000000000000000e+00,-6.507626387639504628e+00,-6.507626387639501964e+00,-3.560374871223705551e+00,-3.560374871223701554e+00,-2.035490432639925018e+00,-2.035490432639924574e+00
-1.899999999999999911e+00,-6.235108783718722236e+00,-6.235108783718720460e+00,-3.461667432984137704e+00,-3.461667432984135928e+00,-1.940926673001943659e+00,-1.940926673001942548e+00
-1.799999999999999822e+00,-5.965738656140855412e+00,-5.965738656140855412e+00,-3.362344265942990962e+00,-3.362344265942989185e+00,-1.847486599746056779e+00,-1.847486599746056335e+00
-1.699999999999999734e+00,-5.700074470010615180e+00,-5.615780604956793098e+00,-3.316851590096596691e+00,-3.262176240825702678e+00,-1.779389270249478017e+00,-1.755457885347414759e+00
-1.599999999999999645e+00,-5.438804487045946878e+00,-5.438804487045943326e+00,-3.160859535820787602e+00,-3.160859535820786270e+00,-1.665212034223302773e+00,-1.665212034223302107e+00
-1.499999999999999556e+00,-5.182779913010069350e+00,-5.182779913010068462e+00,-3.057993188239454430e+00,-3.057993188239453541e+00,-1.577228637546078005e+00,-1.577228637546078005e+00
-1.399999999999999467e+00,-4.933053917958734935e+00,-4.933053917958734047e+00,-2.953052895052267424e+00,-2.953052895052266091e+00,-1.492123811141688350e+00,-1.492123811141685907e+00
-1.299999999999999378e+00,-4.690923643205019644e+00,-4.690923643205017868e+00,-2.845364249508921972e+00,-2.845364249508920640e+00,-1.410679749833672947e+00,-1.410679749833672059e+00
-1.199999999999999289e+00,-4.457967254465460272e+00,-4.457967254465458495e+00,-2.734083586519985509e+00,-2.734083586519984621e+00,-1.333867384102798148e+00,-1.333867384102797926e+00
-1.099999999999999201e+00,-4.236059621099451888e+00,-4.236059621099451888e+00,-2.618202913736782378e+00,-2.618202913736779269e+00,-1.262845871635751571e+00,-1.262845871635751349e+00
-9.999999999999991118e-01,-4.027339492125848963e+00,-4.027339492125847187e+00,-2.496605762665488282e+00,-2.496605762665487838e+00,-1.198912367379657118e+00,-1.198912367379656896e+00
-8.999999999999990230e-01,-3.834095210434850465e+00,-3.834095210434850465e+00,-2.368206000618211515e+00,-2.368206000618209739e+00,-1.143370401020110450e+00,-1.143370401020109561e+00
-7.999999999999989342e-01,-3.658550736311731111e+00,-3.658550736311730223e+00,-2.232185916076005139e+00,-2.232185916076002918e+00,-1.097301041338590855e+00,-1.097301041338590188e+00
-6.999999999999988454e-01,-3.502583594174871529e+00,-3.502583594174867976e+00,-2.088298606856072048e+00,-2.088298606856072048e+00,-1.061272471028130937e+00,-1.061272471028130715e+00
-5.999999999999987566e-01,-3.367474740630185703e+00,-3.367474740630184815e+00,-1.937129519956317214e+00,-1.937129519956316992e+00,-1.035093982692065318e+00,-1.035093982692065095e+00
-4.999999999999986677e-01,-3.253813193819753202e+00,-3.253813193819750538e+00,-1.780187435611849001e+00,-1.780187435611848334e+00,-1.017745216319962065e+00,-1.017745216319961621e+00
-3.999999999999985789e-01,-3.161604433981283879e+00,-3.161604433981282103e+00,-1.619768417991563902e+00,-1.619768417991561682e+00,-1.007538511127481939e+00,-1.007538511127481717e+00
-2.999999999999984901e-01,-3.090511450604484178e+00,-3.090511450604482846e+00,-1.458658600267698890e+00,-1.458658600267698668e+00,-1.002450148822374709e+00,-1.002450148822374043e+00
-1.999999999999984013e-01,-3.040100752320488819e+00,-3.040100752320488375e+00,-1.299805044659996245e+00,-1.299805044659995579e+00,-1.000492946883374756e+00,-1.000492946883374534e+00
-9.999999999999831246e-02,-3.010006264643346974e+00,-3.010006264643343865e+00,-1.146054930769317082e+00,-1.146054930769316860e+00,-1.000031140419168185e+00,-1.000031140419167741e+00
1.776356839400250465e-15,-3.000000000000001332e+00,-2.999999999999999556e+00,-1.000000000000000666e+00,-9.999999999999994449e-01,-9.999999999999988898e-01,-9.999999999999982236e-01
1.000000000000018652e-01,-3.010006264643346086e+00,-3.010006264643346086e+00,-1.146054930769323299e+00,-1.146054930769322411e+00,-1.000031140419168407e+00,-1.000031140419167963e+00
2.000000000000019540e-01,-3.040100752320489264e+00,-3.040100752320488375e+00,-1.299805044660002018e+00,-1.299805044660001796e+00,-1.000492946883374978e+00,-1.000492946883374090e+00
3.000000000000020428e-01,-3.090511450604489507e+00,-3.090511450604487287e+00,-1.458658600267702887e+00,-1.458658600267702887e+00,-1.002450148822375375e+00,-1.002450148822374487e+00
4.000000000000021316e-01,-3.161604433981285212e+00,-3.161604433981283435e+00,-1.619768417991569454e+00,-1.619768417991568121e+00,-1.007538511127481717e+00,-1.007538511127481051e+00
5.000000000000022204e-01,-3.253813193819753202e+00,-3.253813193819752758e+00,-1.780187435611857216e+00,-1.780187435611854108e+00,-1.017745216319962731e+00,-1.017745216319962509e+00
