-2.000000000000000000e+00,-1.501670862277564034e+01,-1.273243029476592270e+01,-1.206950342099182905e+01
-1.899999999999999911e+00,-1.437227235667210401e+01,-1.227536246212515003e+01,-1.159883100593755856e+01
-1.799999999999999822e+00,-1.373442536000350422e+01,-1.182232318389821835e+01,-1.113119872580106140e+01
-1.699999999999999734e+00,-1.310445381375443041e+01,-1.137377811972975294e+01,-1.066662684555670104e+01
-1.599999999999999645e+00,-1.248401470694364690e+01,-1.093019940778005683e+01,-1.020606975571852892e+01
-1.499999999999999556e+00,-1.187528252958523289e+01,-1.049200901724301183e+01,-9.751830951586041962e+00
-1.399999999999999467e+00,-1.128116647601652112e+01,-1.005946715295621630e+01,-9.301165453110531445e+00
-1.299999999999999378e+00,-1.070562424802052170e+01,-9.632473344427468831e+00,-8.860064854324457784e+00
-1.199999999999999289e+00,-1.015406708022578108e+01,-9.210268114377932136e+00,-8.430183412282735489e+00
-1.099999999999999201e+00,-9.633693457286574002e+00,-8.791161491186588961e+00,-8.015836782484651479e+00
-9.999999999999991118e-01,-9.153170387608486891e+00,-8.372809099544330280e+00,-7.622436658148505906e+00
-8.999999999999990230e-01,-8.720739039442726437e+00,-7.953883534201632521e+00,-7.254849829626202506e+00
-7.999999999999989342e-01,-8.341152964530111902e+00,-7.536683579203708128e+00,-6.914788144294607974e+00
-6.999999999999988454e-01,-8.014450664865110596e+00,-7.127729390769040663e+00,-6.600165677547576770e+00
-5.999999999999987566e-01,-7.737891967774903179e+00,-6.735206451800242355e+00,-6.341037397861419400e+00
-4.999999999999986677e-01,-7.508354311389868307e+00,-6.366215147384520101e+00,-6.034728553181991195e+00
-3.999999999999985789e-01,-7.323336606505820967e+00,-6.025806123631409328e+00,-5.781500645226076429e+00
-2.999999999999984901e-01,-7.181036119068970436e+00,-5.717243400828798450e+00,-5.549183268732164720e+00
-1.999999999999984013e-01,-7.080202031876165591e+00,-5.442584021475806999e+00,-5.340550405072026940e+00
-9.999999999999831246e-02,-7.020012531367790132e+00,-5.203175616844811557e+00,-5.156061197498450710e+00
1.776356839400250465e-15,-7.000000000000000888e+00,-2.999999999999997780e+00,-2.999999999999997335e+00
1.000000000000018652e-01,-7.020012531367780362e+00,-5.203175616844815998e+00,-5.156061197498607918e+00
2.000000000000019540e-01,-7.080202031876178914e+00,-5.442581665149832659e+00,-5.354792869147916079e+00
3.000000000000020428e-01,-7.181036119068962442e+00,-5.717243400828814437e+00,-5.552083785924232018e+00
4.000000000000021316e-01,-7.323336661211930831e+00,-6.025806123631406663e+00,-5.781500645226030244e+00
5.000000000000022204e-01,-7.508354311389876301e+00,-6.366215147384530759e+00,-6.053984344079158753e+00
6.000000000000023093e-01,-7.737891967594737075e+00,-6.735206451800255678e+00,-6.341066285189136842e+00
7.000000000000023981e-01,-8.014450664865124807e+00,-7.127729390769058426e+00,-6.600165677547589205e+00
8.000000000000024869e-01,-8.341152964530127889e+00,-7.536683579203725891e+00,-6.914788144294620409e+00
9.000000000000025757e-01,-8.720739039442474194e+00,-7.953883534201651173e+00,-7.299537896268622816e+00
1.000000000000002665e+00,-9.153170387608518865e+00,-8.372809099544346267e+00,-7.654466228167470021e+00
1.100000000000002753e+00,-9.633693457286589990e+00,-8.791161491186592514e+00,-8.015836749924137195e+00
1.200000000000002842e+00,-1.015406708022288385e+01,-9.210268114287510244e+00,-8.430183412282746147e+00
1.300000000000002931e+00,-1.070562424801792289e+01,-9.632473344427474160e+00,-8.860077850393127008e+00
1.400000000000003020e+00,-1.128116647601654243e+01,-1.005946715294686200e+01,-9.301165453110559866e+00
1.500000000000003109e+00,-1.187528252958524710e+01,-1.049200901726764101e+01,-9.751830948932102672e+00
1.600000000000003197e+00,-1.248401470694366466e+01,-1.093019940778208188e+01,-1.020606975571854491e+01
1.700000000000003286e+00,-1.310445381375439311e+01,-1.137377811972976005e+01,-1.066655558457005171e+01
1.800000000000003375e+00,-1.373442536000354153e+01,-1.182232318389823966e+01,-1.113103096980573348e+01
1.900000000000003464e+00,-1.437227235666690994e+01,-1.227536246212516424e+01,-1.159883100593756922e+01
2.000000000000003553e+00,-1.501670862277568474e+01,-1.273243029476592625e+01,-1.206945710636398061e+01
