-2.000000000000000000e+00,8.407417375245131552e+00
-1.899999999999999911e+00,9.206072748405858874e+00
-1.799999999999999822e+00,1.078394247649703175e+01
-1.699999999999999734e+00,8.892771292361430824e+00
-1.599999999999999645e+00,1.037080122879706323e+01
-1.499999999999999556e+00,1.072501842433121055e+01
-1.399999999999999467e+00,1.055241678259335458e+01
-1.299999999999999378e+00,8.538746495498344302e+00
-1.199999999999999289e+00,9.339947040658444166e+00
-1.099999999999999201e+00,9.066085745464079082e+00
-9.999999999999991118e-01,9.710918502183631063e+00
-8.999999999999990230e-01,1.015401979140006006e+01
-7.999999999999989342e-01,8.500890344846993685e+00
-6.999999999999988454e-01,9.484086719923652709e+00
-5.999999999999987566e-01,8.299027921748347580e+00
-4.999999999999986677e-01,9.158324439544230700e+00
-3.999999999999985789e-01,1.093796067719813436e+01
-2.999999999999984901e-01,9.891855795751325786e+00
-1.999999999999984013e-01,1.408717837452422827e+01
-9.999999999999831246e-02,1.569624034501612186e+01
1.776356839400250465e-15,4.036097019910812378e+00
1.000000000000018652e-01,1.498787124385125935e+01
2.000000000000019540e-01,1.194426872953772545e+01
3.000000000000020428e-01,1.108567725168541074e+01
4.000000000000021316e-01,9.708412571926601231e+00
5.000000000000022204e-01,8.233637291472405195e+00
6.000000000000023093e-01,8.998865127214230597e+00
7.000000000000023981e-01,9.267614229000173509e+00
8.000000000000024869e-01,9.224431098555214703e+00
9.000000000000025757e-01,8.939154005376622081e+00
1.000000000000002665e+00,9.450687768869102001e+00
1.100000000000002753e+00,8.305108561762608588e+00
1.200000000000002842e+00,8.881106213084422052e+00
1.300000000000002931e+00,1.101127838680986315e+01
1.400000000000003020e+00,9.866381598869338632e+00
1.500000000000003109e+00,9.789406731142662466e+00
1.600000000000003197e+00,8.445987581857480109e+00
1.700000000000003286e+00,9.015744709409773350e+00
1.800000000000003375e+00,8.287524470593780279e+00
1.900000000000003464e+00,8.495738430996425450e+00
2.000000000000003553e+00,1.063335802243091166e+01
