 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-6.495538339853978549e+00+5.291486967266601107e-17j), (-6.495538339853974108e+00+1.343010955889287761e-17j), (-4.634898336073386638e+00-3.931570010462652429e-17j), (-4.440642932023668443e+00+1.280093702767775170e-16j), (-4.440642932023671108e+00-1.134050423725112109e-16j), (-4.602187400222304881e+00+2.422301334486051591e-16j)
 (-1.899999999999999911e+00+0.000000000000000000e+00j), (-6.221187353466140380e+00+1.072430514393373641e-16j), (-6.220984668144422081e+00+4.476540004135858259e-16j), (-4.450563792002865782e+00+1.733462050247745608e-16j), (-4.272134505890678113e+00+4.946115430530740123e-17j), (-4.272136925207276725e+00+8.650923230563599036e-17j), (-3.525013325630201866e+00+1.839033846351888128e-17j)
 (-1.799999999999999822e+00+0.000000000000000000e+00j), (-5.949623147576133420e+00+5.451192066237599829e-17j), (-5.949623147576130755e+00+1.347292697896327422e-16j), (-4.286075911979212449e+00+1.696061704293248354e-16j), (-4.108545588275467786e+00+1.813617275298900750e-17j), (-4.108545588275466898e+00-1.605154658992660034e-16j), (-4.286280830233363481e+00-1.810618848633770649e-16j)
 (-1.699999999999999734e+00+0.000000000000000000e+00j), (-5.681324620717738583e+00+8.225323384723865840e-18j), (-5.681324620717734142e+00+1.107999155668372349e-16j), (-4.156957139233224297e+00-4.710915251170274665e-17j), (-4.094621198157367026e+00+5.030978638860151710e-17j), (-3.950855582088157902e+00+3.793127082540828385e-16j), (-3.950855582088157014e+00-6.469303041487777045e-17j)
 (-1.599999999999999645e+00+0.000000000000000000e+00j), (-5.416886466555451918e+00+1.167538955528024517e-16j), (-5.415860927096368016e+00+3.257597110994175415e-16j), (-2.653611922672098444e+00-9.086158106810790133e-17j), (-3.957934128510660621e+00+5.958597263306643388e-17j), (-3.800098100270229651e+00+4.994170008414111807e-17j), (-3.800147613157348392e+00-4.217959002813010386e-18j)
 (-1.499999999999999556e+00+0.000000000000000000e+00j), (-5.157055670354180776e+00+1.750423246249574370e-21j), (-5.157055670354181665e+00+3.895985504415268537e-16j), (-3.819085892369147306e+00-9.174136707521508013e-17j), (-3.820541203845472911e+00+2.145247726009007447e-17j), (-3.657199584626883659e+00-2.836727733841332158e-17j), (-3.657199584626883659e+00+6.579272020102964835e-17j)
 (-1.399999999999999467e+00+0.000000000000000000e+00j), (-4.902781729710284253e+00-1.649827392511833215e-17j), (-4.902781729710284253e+00-1.389699416459706087e-16j), (-2.533531315980630083e+00-6.789729711653485926e-17j), (-3.677313243460237580e+00+2.452574751468825741e-16j), (-3.522734623007261590e+00+2.335593937603779863e-17j), (-3.521645978959480061e+00+2.923620429170447369e-16j)
 (-1.299999999999999378e+00+0.000000000000000000e+00j), (-4.655285623925638383e+00+4.452111656682646106e-17j), (-4.649074847923037268e+00-4.907218122923224466e-18j), (-2.468103181723482642e+00+9.149455559277621715e-17j), (-3.396670675058855782e+00+1.273647430089515565e-16j), (-3.397700708617071630e+00+8.717958233189841988e-17j), (-3.549140286771441666e+00+1.694694324360108321e-16j)
 (-1.199999999999999289e+00+0.000000000000000000e+00j), (-4.416152590268093370e+00-1.463004641375018589e-16j), (-4.404476225530354228e+00-1.308952831765171317e-16j), (-2.393830193708272436e+00-8.343529050535501055e-17j), (-3.434837466480713974e+00-4.770604221416872821e-18j), (-3.280937981108027923e+00-1.359340601519502853e-17j), (-3.278219600372645370e+00+6.351565315901499287e-17j)
 (-1.099999999999999201e+00+0.000000000000000000e+00j), (-4.187449168916602460e+00-1.280844501710675590e-16j), (-4.165381196748562331e+00+6.166197129785982397e-17j), (-2.310300206511704424e+00+7.508740352483234040e-17j), (-3.165855094058351415e+00-8.178295616134503061e-17j), (-3.334860301971283914e+00-1.505774877777643166e-16j), (-3.172792598420908217e+00-2.418739762844908208e-16j)
 (-9.999999999999991118e-01+0.000000000000000000e+00j), (-3.971846027643741728e+00+1.170083530453596627e-16j), (-3.930406416515967116e+00+1.173293612271488611e-16j), (-3.153914446837023267e+00+5.125422380545083099e-16j), (-3.074395133781692380e+00-1.248202238009694706e-16j), (-3.201585466400435287e+00-5.674289396112154506e-17j), (-2.510654727505303274e+00-2.286142033414694611e-16j)
